payment_id,order_id,payment_method,amount,payment_status,payment_date
518,518,Mobile Money,363685.7,Paid,2025-03-26
519,519,Bank Transfer,87639.73,Paid,2023-07-05
520,520,Card,84766.35,Paid,2024-06-23
521,521,Cash on Delivery,71955.12,Paid,2025-03-23
522,522,Mobile Money,115312.62,Failed,2024-08-24
523,523,Card,149250.73,Paid,2024-04-05
524,524,Cash on Delivery,136051.17,Paid,2023-11-14
525,525,Cash on Delivery,114384.31,Pending,2024-03-24
526,526,Cash on Delivery,32446.0,Paid,2024-03-18
527,527,Card,136295.64,Paid,2026-06-07
528,528,Mobile Money,53805.06,Failed,2026-02-02
529,529,Mobile Money,186608.16,Paid,2026-04-04
530,530,Cash on Delivery,21371.17,Paid,2024-06-19
531,531,Mobile Money,86398.34,Refunded,2025-01-28
532,532,Mobile Money,267557.0,Paid,2024-10-17
533,533,Mobile Money,35380.2,Paid,2023-10-03
534,534,Card,378831.5,Paid,2026-01-07
535,535,Mobile Money,163461.04,Refunded,2025-09-01
536,536,Cash on Delivery,284769.15,Paid,2024-04-11
537,537,Cash on Delivery,438244.57,Pending,2024-04-03
538,538,Bank Transfer,104475.61,Paid,2025-07-31
539,539,Mobile Money,203273.61,Failed,2023-05-13
540,540,Mobile Money,52157.26,Pending,2023-04-28
541,541,Mobile Money,59503.39,Paid,2023-05-11
542,542,Card,9572.5,Paid,2026-03-12
543,543,Cash on Delivery,20153.4,Paid,2026-05-09
544,544,Card,104373.2,Pending,2025-03-22
545,545,Cash on Delivery,153938.72,Paid,2024-09-15
546,546,Cash on Delivery,126721.53,Paid,2025-04-13
547,547,Cash on Delivery,131955.45,Paid,2024-10-06
548,548,Mobile Money,307171.15,Failed,2025-01-03
549,549,Mobile Money,114191.7,Paid,2023-05-11
550,550,Bank Transfer,100578.51,Pending,2024-02-03
551,551,Cash on Delivery,109689.82,Paid,2024-01-03
552,552,Bank Transfer,99798.51,Paid,2023-09-02
553,553,Mobile Money,95484.8,Pending,2026-03-21
554,554,Cash on Delivery,295133.42,Paid,2025-08-29
555,555,Bank Transfer,93774.76,Paid,2024-09-29
556,556,Cash on Delivery,222068.18,Paid,2025-10-20
557,557,Mobile Money,78341.92,Paid,2024-04-09
558,558,Card,83106.29,Paid,2024-11-26
559,559,Cash on Delivery,151116.31,Paid,2023-02-11
560,560,Card,17442.87,Pending,2025-02-03
561,561,Mobile Money,538179.65,Paid,2023-01-26
562,562,Cash on Delivery,214339.77,Paid,2026-03-09
563,563,Mobile Money,298632.46,Paid,2024-01-22
564,564,Mobile Money,315783.44,Paid,2024-03-23
565,565,Bank Transfer,152178.08,Paid,2026-05-13
566,566,Bank Transfer,130196.3,Paid,2023-12-30
567,567,Cash on Delivery,233533.11,Paid,2023-03-04
568,568,Cash on Delivery,275342.45,Pending,2024-09-30
569,569,Card,147289.18,Paid,2026-04-23
570,570,Mobile Money,18690.56,Paid,2024-01-31
571,571,Cash on Delivery,600552.4,Paid,2025-07-20
572,572,Card,59806.57,Paid,2023-08-27
573,573,Card,502852.09,Paid,2023-10-17
574,574,Card,73217.32,Paid,2025-04-07
575,575,Mobile Money,117679.4,Paid,2026-04-25
576,576,Bank Transfer,234870.25,Paid,2024-10-18
577,577,Card,86315.57,Paid,2025-12-04
578,578,Card,82854.78,Paid,2024-08-01
579,579,Cash on Delivery,97182.71,Paid,2024-08-22
580,580,Cash on Delivery,220704.36,Paid,2023-06-18
581,581,Card,474151.35,Paid,2026-02-23
582,582,Mobile Money,175813.33,Paid,2024-08-11
583,583,Bank Transfer,193671.51,Paid,2023-07-02
584,584,Cash on Delivery,239151.05,Paid,2026-01-16
585,585,Bank Transfer,398850.32,Failed,2025-12-30
586,586,Bank Transfer,100202.37,Paid,2024-01-21
587,587,Cash on Delivery,105165.45,Pending,2025-06-07
588,588,Cash on Delivery,107967.84,Paid,2025-01-29
589,589,Cash on Delivery,204271.73,Paid,2024-01-16
590,590,Card,243221.6,Paid,2024-02-21
591,591,Mobile Money,73937.52,Paid,2023-02-01
592,592,Mobile Money,354657.6,Paid,2023-08-27
593,593,Cash on Delivery,8115.28,Paid,2024-11-08
594,594,Bank Transfer,208816.58,Paid,2025-01-31
595,595,Mobile Money,113522.52,Paid,2024-05-19
596,596,Mobile Money,44178.36,Paid,2026-03-14
597,597,Cash on Delivery,106872.67,Paid,2024-07-12
598,598,Cash on Delivery,61020.35,Paid,2025-02-11
599,599,Cash on Delivery,178087.87,Pending,2025-09-26
600,600,Bank Transfer,102318.95,Paid,2025-03-20
601,601,Bank Transfer,82821.64,Paid,2024-04-01
602,602,Card,143867.98,Paid,2025-09-27
603,603,Card,80774.92,Paid,2024-06-09
604,604,Mobile Money,85192.61,Pending,2026-03-13
605,605,Bank Transfer,124522.79,Paid,2024-02-18
606,606,Cash on Delivery,268421.03,Paid,2023-09-18
607,607,Cash on Delivery,243323.96,Paid,2023-08-12
608,608,Mobile Money,258013.8,Paid,2024-01-13
609,609,Mobile Money,46158.03,Paid,2024-05-10
610,610,Cash on Delivery,143110.55,Paid,2023-10-20
611,611,Card,37649.94,Paid,2025-10-28
612,612,Bank Transfer,55449.55,Paid,2023-03-31
613,613,Mobile Money,153115.71,Paid,2024-05-28
614,614,Bank Transfer,97874.48,Paid,2023-04-26
615,615,Mobile Money,25630.13,Paid,2025-11-01
616,616,Mobile Money,54308.98,Failed,2024-11-18
617,617,Cash on Delivery,95013.96,Paid,2023-05-23
618,618,Cash on Delivery,239374.57,Paid,2023-11-26
619,619,Card,205012.8,Failed,2023-08-17
620,620,Cash on Delivery,67446.65,Failed,2026-06-20
621,621,Cash on Delivery,178297.43,Failed,2023-03-20
622,622,Mobile Money,1071796.61,Paid,2023-01-13
623,623,Mobile Money,212144.03,Paid,2026-03-07
624,624,Card,32349.69,Paid,2023-03-14
625,625,Bank Transfer,56212.7,Paid,2025-09-02
626,626,Mobile Money,441857.4,Paid,2026-06-15
627,627,Bank Transfer,26221.77,Paid,2025-10-01
628,628,Card,131860.74,Refunded,2025-09-08
629,629,Card,89956.2,Paid,2024-04-03
630,630,Bank Transfer,70411.63,Paid,2025-03-06
631,631,Mobile Money,32760.36,Paid,2023-02-12
632,632,Bank Transfer,16424.56,Failed,2025-07-30
633,633,Mobile Money,302687.88,Paid,2025-04-03
634,634,Card,60229.52,Failed,2025-04-11
635,635,Mobile Money,48090.4,Paid,2025-07-15
636,636,Cash on Delivery,116904.3,Paid,2024-11-22
637,637,Bank Transfer,82737.92,Pending,2025-12-21
638,638,Card,76221.14,Paid,2026-03-10
639,639,Card,23498.89,Paid,2026-06-21
640,640,Bank Transfer,156908.71,Pending,2025-04-16
641,641,Mobile Money,111820.79,Failed,2023-10-17
642,642,Mobile Money,69080.32,Paid,2024-09-07
643,643,Bank Transfer,96740.15,Paid,2024-11-22
644,644,Card,12148.64,Paid,2025-11-25
645,645,Bank Transfer,102344.55,Paid,2024-02-27
646,646,Card,95349.21,Paid,2026-02-27
647,647,Cash on Delivery,146724.86,Paid,2023-11-05
648,648,Bank Transfer,309540.83,Paid,2023-09-25
649,649,Card,119617.58,Refunded,2026-06-08
650,650,Mobile Money,174994.82,Paid,2023-07-18
651,651,Cash on Delivery,80009.02,Paid,2024-11-09
652,652,Mobile Money,127954.55,Paid,2024-02-20
653,653,Mobile Money,143767.4,Paid,2025-01-13
654,654,Cash on Delivery,142752.47,Pending,2025-08-30
655,655,Bank Transfer,54384.2,Paid,2023-07-27
656,656,Cash on Delivery,466341.24,Paid,2023-12-01
657,657,Card,70004.2,Paid,2025-04-19
658,658,Card,48501.02,Paid,2024-07-29
659,659,Mobile Money,190388.98,Paid,2025-06-30
660,660,Bank Transfer,81275.12,Paid,2025-08-26
661,661,Bank Transfer,143407.03,Paid,2026-04-15
662,662,Bank Transfer,528309.5,Refunded,2024-01-08
663,663,Bank Transfer,27849.48,Paid,2026-03-06
664,664,Cash on Delivery,122318.71,Paid,2023-05-22
665,665,Card,174271.7,Paid,2025-03-17
666,666,Cash on Delivery,464864.45,Paid,2024-02-08
667,667,Card,112414.73,Paid,2024-12-27
668,668,Cash on Delivery,104214.98,Paid,2026-06-27
669,669,Bank Transfer,59934.13,Refunded,2024-06-01
670,670,Mobile Money,164053.92,Paid,2025-09-29
671,671,Cash on Delivery,335948.87,Paid,2024-05-04
672,672,Card,187492.97,Paid,2023-03-24
673,673,Mobile Money,77582.01,Paid,2025-07-27
674,674,Cash on Delivery,74423.73,Paid,2023-01-22
675,675,Mobile Money,205627.2,Pending,2025-08-20
676,676,Card,134637.57,Paid,2024-07-07
677,677,Cash on Delivery,155914.25,Paid,2025-05-19
678,678,Card,323156.16,Paid,2024-06-19
679,679,Bank Transfer,109627.39,Paid,2023-06-20
680,680,Bank Transfer,401662.94,Failed,2024-10-14
681,681,Card,83178.72,Paid,2023-08-08
682,682,Card,72375.6,Paid,2023-11-12
683,683,Cash on Delivery,67415.76,Paid,2023-06-04
684,684,Mobile Money,317315.2,Paid,2026-06-18
685,685,Cash on Delivery,97706.09,Paid,2024-11-08
686,686,Mobile Money,140216.33,Paid,2023-10-12
687,687,Bank Transfer,99845.36,Failed,2024-01-16
688,688,Cash on Delivery,77612.97,Paid,2025-06-05
689,689,Bank Transfer,193002.94,Paid,2025-03-03
690,690,Cash on Delivery,64374.62,Refunded,2024-02-09
691,691,Card,525878.33,Paid,2024-08-12
692,692,Cash on Delivery,303891.02,Paid,2024-01-14
693,693,Card,233297.49,Paid,2024-06-23
694,694,Bank Transfer,40670.69,Paid,2023-09-11
695,695,Cash on Delivery,53068.64,Paid,2024-04-11
696,696,Bank Transfer,151650.06,Paid,2024-08-30
697,697,Cash on Delivery,58171.93,Refunded,2024-03-22
698,698,Mobile Money,56031.75,Paid,2024-05-08
699,699,Cash on Delivery,110744.22,Paid,2024-05-30
700,700,Cash on Delivery,55114.68,Paid,2023-05-09
701,701,Cash on Delivery,26149.14,Paid,2026-06-23
702,702,Mobile Money,58570.54,Paid,2025-07-02
703,703,Card,208997.82,Paid,2024-10-14
704,704,Bank Transfer,154659.6,Paid,2026-05-25
705,705,Cash on Delivery,55271.84,Refunded,2025-07-12
706,706,Card,180407.65,Paid,2025-10-20
707,707,Cash on Delivery,67931.27,Paid,2024-01-25
708,708,Bank Transfer,498768.34,Paid,2024-12-23
709,709,Card,286208.97,Paid,2025-04-05
710,710,Card,348119.45,Refunded,2023-11-09
711,711,Cash on Delivery,94466.63,Paid,2023-02-20
712,712,Mobile Money,174991.38,Paid,2023-11-02
713,713,Card,115972.53,Paid,2023-12-20
714,714,Cash on Delivery,225974.14,Paid,2023-07-14
715,715,Cash on Delivery,85441.81,Refunded,2024-11-21
716,716,Bank Transfer,120916.86,Paid,2024-09-13
717,717,Cash on Delivery,62353.96,Paid,2026-05-27
718,718,Card,196272.72,Paid,2025-09-25
719,719,Mobile Money,121118.33,Paid,2024-10-24
720,720,Mobile Money,236947.29,Paid,2025-11-28
721,721,Bank Transfer,250534.36,Paid,2023-01-27
722,722,Mobile Money,136013.87,Paid,2024-09-28
723,723,Mobile Money,60225.43,Paid,2023-09-23
724,724,Bank Transfer,77554.18,Paid,2023-09-20
725,725,Bank Transfer,219949.5,Paid,2023-02-06
726,726,Cash on Delivery,50350.5,Paid,2024-10-30
727,727,Mobile Money,60582.94,Failed,2025-09-02
728,728,Card,75706.62,Refunded,2024-02-03
729,729,Card,40134.47,Paid,2026-03-18
730,730,Mobile Money,98756.6,Paid,2024-05-25
731,731,Card,66146.58,Paid,2024-10-03
732,732,Card,59018.14,Paid,2023-10-31
733,733,Mobile Money,59285.59,Paid,2025-08-05
734,734,Card,296646.12,Paid,2024-06-28
735,735,Card,9163.09,Paid,2024-07-19
736,736,Cash on Delivery,114460.83,Paid,2025-08-28
737,737,Card,37881.45,Paid,2024-12-30
738,738,Cash on Delivery,162281.53,Refunded,2024-10-17
739,739,Card,182565.87,Paid,2024-02-14
740,740,Cash on Delivery,77375.88,Failed,2026-05-24
741,741,Cash on Delivery,24398.06,Paid,2024-02-04
742,742,Mobile Money,96654.81,Failed,2025-02-09
743,743,Mobile Money,259775.54,Paid,2024-09-02
744,744,Cash on Delivery,109545.05,Paid,2023-03-01
745,745,Mobile Money,143866.1,Paid,2025-01-24
746,746,Cash on Delivery,73421.94,Refunded,2025-02-21
747,747,Mobile Money,98151.58,Paid,2024-10-05
748,748,Mobile Money,37353.76,Paid,2024-02-10
749,749,Mobile Money,100099.84,Paid,2023-09-21
750,750,Card,258539.08,Paid,2024-10-30
751,751,Bank Transfer,6064.4,Paid,2025-02-07
752,752,Card,340579.65,Paid,2024-10-25
753,753,Mobile Money,484714.62,Paid,2023-03-12
754,754,Mobile Money,53957.85,Paid,2026-03-10
755,755,Mobile Money,137480.78,Pending,2023-09-28
756,756,Card,55487.21,Paid,2023-11-07
757,757,Cash on Delivery,28458.35,Paid,2024-04-26
758,758,Bank Transfer,130430.91,Paid,2024-11-23
759,759,Card,165947.34,Paid,2025-10-05
760,760,Card,499172.74,Pending,2025-03-21
761,761,Mobile Money,235101.41,Paid,2025-07-07
762,762,Card,247268.53,Paid,2024-04-10
763,763,Bank Transfer,17494.04,Paid,2023-02-19
764,764,Cash on Delivery,58997.85,Pending,2025-09-07
765,765,Card,238794.44,Paid,2023-11-09
766,766,Bank Transfer,59542.88,Paid,2025-03-21
767,767,Bank Transfer,123101.43,Paid,2023-02-18
768,768,Mobile Money,376016.44,Paid,2026-04-22
769,769,Card,189388.89,Paid,2023-01-15
770,770,Cash on Delivery,116149.42,Paid,2025-11-08
771,771,Card,187402.15,Paid,2023-01-16
772,772,Cash on Delivery,69811.84,Refunded,2026-02-13
773,773,Cash on Delivery,209833.79,Paid,2026-05-29
774,774,Card,24071.26,Paid,2025-03-15
775,775,Mobile Money,45797.17,Refunded,2025-07-01
776,776,Card,289977.68,Paid,2025-04-10
777,777,Card,53706.48,Paid,2023-08-07
778,778,Mobile Money,321290.97,Failed,2024-09-03
779,779,Card,37437.3,Paid,2025-01-09
780,780,Mobile Money,105385.93,Paid,2026-03-06
781,781,Cash on Delivery,427667.44,Paid,2023-01-26
782,782,Cash on Delivery,18405.36,Paid,2024-02-27
783,783,Mobile Money,122710.05,Paid,2024-11-01
784,784,Bank Transfer,211147.63,Paid,2023-12-05
785,785,Card,165941.84,Paid,2024-05-23
786,786,Card,84754.87,Paid,2023-03-05
787,787,Mobile Money,56100.24,Paid,2023-01-01
788,788,Cash on Delivery,137284.72,Paid,2023-11-23
789,789,Cash on Delivery,198153.49,Paid,2024-01-26
790,790,Bank Transfer,97243.58,Paid,2024-07-27
791,791,Card,34717.21,Paid,2023-03-13
792,792,Card,87073.24,Pending,2024-02-24
793,793,Card,169681.14,Pending,2023-03-04
794,794,Bank Transfer,97011.15,Paid,2024-04-25
795,795,Cash on Delivery,48832.56,Paid,2026-02-15
796,796,Card,131721.26,Paid,2025-09-09
797,797,Bank Transfer,74075.41,Paid,2023-05-14
798,798,Mobile Money,490018.74,Paid,2025-10-15
799,799,Bank Transfer,221348.09,Paid,2023-01-28
800,800,Mobile Money,225722.38,Paid,2024-07-29
801,801,Mobile Money,198493.72,Paid,2023-02-19
802,802,Bank Transfer,49123.53,Paid,2025-07-06
803,803,Bank Transfer,173775.66,Paid,2025-06-10
804,804,Bank Transfer,115966.92,Paid,2023-04-07
805,805,Cash on Delivery,42782.71,Paid,2025-07-23
806,806,Mobile Money,71277.9,Paid,2025-01-30
807,807,Cash on Delivery,708131.59,Paid,2024-12-11
808,808,Cash on Delivery,179219.73,Paid,2025-08-15
809,809,Mobile Money,120605.28,Pending,2025-10-09
810,810,Card,349392.81,Paid,2023-06-27
811,811,Card,242543.24,Paid,2025-01-04
812,812,Card,80996.58,Paid,2023-12-03
813,813,Card,21451.07,Paid,2023-10-25
814,814,Bank Transfer,170720.8,Paid,2023-11-23
815,815,Cash on Delivery,111345.33,Failed,2025-03-22
816,816,Card,68196.25,Paid,2025-10-23
817,817,Mobile Money,119089.6,Paid,2023-01-09
818,818,Mobile Money,103395.24,Paid,2024-04-09
819,819,Cash on Delivery,93142.49,Paid,2025-02-03
820,820,Card,182319.44,Pending,2025-03-15
821,821,Bank Transfer,40020.27,Paid,2023-08-06
822,822,Bank Transfer,215058.44,Pending,2024-01-21
823,823,Bank Transfer,106381.41,Paid,2023-08-09
824,824,Mobile Money,133873.5,Paid,2024-09-19
825,825,Bank Transfer,196073.37,Paid,2026-01-14
826,826,Mobile Money,92254.17,Failed,2023-02-18
827,827,Bank Transfer,110529.48,Paid,2024-01-16
828,828,Card,250849.99,Paid,2025-05-14
829,829,Bank Transfer,145493.24,Paid,2026-05-08
830,830,Mobile Money,130059.77,Paid,2024-09-14
831,831,Bank Transfer,130928.23,Paid,2026-06-13
832,832,Bank Transfer,7401.55,Paid,2025-10-20
833,833,Bank Transfer,6806.73,Paid,2025-08-27
834,834,Cash on Delivery,113116.56,Paid,2025-05-15
835,835,Card,197651.41,Paid,2025-10-01
836,836,Bank Transfer,217767.62,Paid,2023-06-27
837,837,Cash on Delivery,168801.79,Failed,2024-05-17
838,838,Card,333429.62,Paid,2024-11-21
839,839,Cash on Delivery,165913.05,Paid,2024-10-23
840,840,Bank Transfer,34743.12,Paid,2024-03-19
841,841,Bank Transfer,65768.46,Paid,2023-09-20
842,842,Mobile Money,109809.69,Paid,2025-11-02
843,843,Mobile Money,149948.72,Paid,2024-07-16
844,844,Card,67125.27,Paid,2023-04-10
845,845,Mobile Money,25215.16,Pending,2025-10-02
846,846,Mobile Money,34018.31,Paid,2023-03-23
847,847,Mobile Money,86408.77,Paid,2023-11-14
848,848,Cash on Delivery,189502.16,Failed,2023-01-12
849,849,Cash on Delivery,465985.31,Paid,2023-12-28
850,850,Cash on Delivery,85325.62,Paid,2024-11-27
851,851,Bank Transfer,517265.83,Paid,2025-06-29
852,852,Cash on Delivery,109321.0,Paid,2026-05-24
853,853,Bank Transfer,53005.96,Paid,2025-05-30
854,854,Mobile Money,15555.94,Paid,2025-01-24
855,855,Card,72944.09,Paid,2023-03-10
856,856,Bank Transfer,186804.86,Paid,2023-05-18
857,857,Bank Transfer,88646.15,Paid,2025-01-02
858,858,Card,204054.48,Paid,2023-10-09
859,859,Bank Transfer,349185.14,Paid,2024-01-18
860,860,Card,199491.18,Paid,2026-02-15
861,861,Mobile Money,51088.19,Paid,2024-01-15
862,862,Cash on Delivery,96502.32,Paid,2024-04-20
863,863,Cash on Delivery,213815.9,Paid,2025-03-11
864,864,Card,334551.13,Paid,2023-08-19
865,865,Card,146398.68,Paid,2023-01-19
866,866,Card,130404.52,Paid,2024-05-14
867,867,Card,348221.09,Paid,2025-08-30
868,868,Mobile Money,385174.35,Paid,2025-03-05
869,869,Cash on Delivery,221189.79,Paid,2023-10-27
870,870,Cash on Delivery,181712.16,Paid,2023-05-20
871,871,Cash on Delivery,105191.32,Paid,2023-12-04
872,872,Card,507909.95,Paid,2025-01-10
873,873,Card,295120.48,Paid,2025-06-03
874,874,Cash on Delivery,238502.12,Paid,2023-02-26
875,875,Mobile Money,195359.74,Failed,2025-03-11
876,876,Cash on Delivery,119889.77,Paid,2023-09-18
877,877,Mobile Money,328914.7,Pending,2025-04-12
878,878,Mobile Money,39967.63,Paid,2024-05-09
879,879,Mobile Money,167397.08,Paid,2023-06-03
880,880,Mobile Money,108307.68,Paid,2026-02-24
881,881,Bank Transfer,168413.58,Paid,2023-03-23
882,882,Mobile Money,137900.91,Paid,2024-11-30
883,883,Cash on Delivery,68768.26,Paid,2024-09-23
884,884,Mobile Money,73975.1,Paid,2026-04-22
885,885,Cash on Delivery,46221.87,Refunded,2026-03-21
886,886,Cash on Delivery,81105.87,Paid,2025-09-29
887,887,Mobile Money,333656.4,Paid,2023-05-09
888,888,Card,525410.86,Paid,2024-08-14
889,889,Card,210143.29,Pending,2024-05-05
890,890,Bank Transfer,120136.9,Paid,2024-01-28
891,891,Mobile Money,49216.29,Paid,2024-06-24
892,892,Mobile Money,67348.04,Paid,2026-06-09
893,893,Cash on Delivery,83890.18,Paid,2024-01-25
894,894,Card,72064.54,Paid,2024-02-23
895,895,Mobile Money,157537.15,Paid,2024-08-19
896,896,Card,34496.3,Failed,2024-11-21
897,897,Cash on Delivery,308764.52,Paid,2025-02-06
898,898,Card,82818.52,Paid,2026-03-09
899,899,Card,52270.92,Paid,2026-05-26
900,900,Bank Transfer,75469.0,Paid,2026-02-01
901,901,Card,161180.59,Failed,2025-10-10
902,902,Mobile Money,146709.94,Refunded,2024-07-21
903,903,Cash on Delivery,132365.99,Paid,2023-04-15
904,904,Card,56931.06,Paid,2023-08-10
905,905,Card,148181.9,Paid,2023-10-14
906,906,Bank Transfer,318511.14,Paid,2023-03-26
907,907,Bank Transfer,234426.5,Paid,2024-07-03
908,908,Card,304824.87,Paid,2025-05-16
909,909,Card,732869.36,Paid,2023-05-03
910,910,Mobile Money,62079.04,Paid,2024-07-21
911,911,Mobile Money,89796.12,Paid,2026-06-20
912,912,Card,96794.35,Paid,2024-12-25
913,913,Card,116642.96,Paid,2024-10-10
914,914,Bank Transfer,105372.84,Paid,2024-02-21
915,915,Mobile Money,147667.82,Paid,2023-07-06
916,916,Bank Transfer,120280.03,Failed,2025-09-22
917,917,Bank Transfer,134441.5,Paid,2024-03-28
918,918,Card,264813.95,Paid,2024-03-27
919,919,Cash on Delivery,6761.13,Paid,2024-09-23
920,920,Card,64697.35,Paid,2025-07-02
921,921,Mobile Money,58695.62,Paid,2025-04-16
922,922,Mobile Money,77535.48,Paid,2026-06-13
923,923,Bank Transfer,196201.31,Paid,2024-02-25
924,924,Bank Transfer,155257.37,Paid,2024-12-02
925,925,Bank Transfer,553992.18,Paid,2025-03-05
926,926,Card,121957.17,Paid,2023-06-08
927,927,Card,129446.78,Paid,2023-12-11
928,928,Bank Transfer,130305.68,Paid,2025-04-09
929,929,Bank Transfer,100186.9,Paid,2025-02-16
930,930,Cash on Delivery,116359.18,Failed,2026-02-27
931,931,Mobile Money,42031.37,Paid,2023-02-14
932,932,Cash on Delivery,96358.77,Paid,2023-02-11
933,933,Cash on Delivery,256745.34,Paid,2023-07-03
934,934,Bank Transfer,59098.7,Paid,2025-01-20
935,935,Mobile Money,233527.96,Paid,2026-04-14
936,936,Card,27026.95,Paid,2023-03-16
937,937,Card,81021.2,Paid,2023-07-04
938,938,Bank Transfer,258829.3,Paid,2023-04-13
939,939,Bank Transfer,338036.29,Paid,2025-07-16
940,940,Mobile Money,90775.4,Paid,2024-07-24
941,941,Bank Transfer,60672.77,Pending,2025-12-02
942,942,Bank Transfer,299367.81,Paid,2023-04-17
943,943,Cash on Delivery,438327.33,Paid,2023-12-27
944,944,Bank Transfer,190625.13,Paid,2023-12-10
945,945,Mobile Money,160488.81,Paid,2026-05-19
946,946,Bank Transfer,164863.6,Pending,2024-01-02
947,947,Bank Transfer,118800.65,Paid,2025-01-25
948,948,Cash on Delivery,53025.61,Paid,2024-05-18
949,949,Bank Transfer,228431.88,Failed,2024-07-11
950,950,Cash on Delivery,75009.99,Paid,2023-04-27
951,951,Cash on Delivery,325632.47,Paid,2023-11-16
952,952,Mobile Money,136852.22,Paid,2026-03-21
953,953,Cash on Delivery,134962.75,Paid,2023-08-14
954,954,Bank Transfer,44122.06,Pending,2023-03-28
955,955,Bank Transfer,230024.56,Paid,2024-08-11
956,956,Mobile Money,73111.2,Paid,2025-03-19
957,957,Mobile Money,276528.79,Paid,2025-08-13
958,958,Card,123741.12,Paid,2026-03-28
959,959,Card,428147.26,Paid,2023-12-08
960,960,Mobile Money,53258.75,Paid,2024-02-28
961,961,Cash on Delivery,55264.33,Paid,2023-08-25
962,962,Cash on Delivery,6059.16,Paid,2024-09-05
963,963,Card,287259.65,Paid,2023-02-02
964,964,Card,251539.05,Failed,2023-10-29
965,965,Mobile Money,33306.39,Paid,2023-10-14
966,966,Cash on Delivery,133215.53,Paid,2023-10-19
967,967,Mobile Money,57552.26,Paid,2024-06-01
968,968,Mobile Money,380839.65,Paid,2025-01-30
969,969,Card,314087.42,Paid,2024-05-17
970,970,Mobile Money,44245.55,Paid,2024-08-28
971,971,Card,143813.27,Pending,2025-06-06
972,972,Mobile Money,84026.52,Paid,2026-02-03
973,973,Mobile Money,59621.14,Paid,2023-05-19
974,974,Bank Transfer,106450.77,Paid,2023-12-06
