delivery_id,order_id,delivery_status,dispatch_date,delivery_date
605,3919,Delayed,2026-06-26,2026-07-02
606,9036,Delayed,2025-03-27,2025-04-03
607,5786,Delivered,2026-04-25,2026-05-03
608,1325,Delivered,2023-05-10,2023-05-14
609,852,Failed,2026-05-26,
610,1649,Delivered,2026-04-09,2026-04-16
611,2566,Delayed,2023-05-09,2023-05-11
612,6843,Delivered,2023-02-11,2023-02-13
613,9394,Delivered,2026-04-17,2026-04-22
614,858,Delivered,2023-10-12,2023-10-16
615,81,Delivered,2025-10-17,2025-10-18
616,7474,Delivered,2025-07-06,2025-07-11
617,4945,Delivered,2023-04-20,2023-04-29
618,123,Delivered,2024-09-28,2024-10-07
619,8051,Delivered,2023-05-01,2023-05-06
620,862,Delivered,2024-04-22,2024-05-02
621,2708,Delivered,2026-05-13,2026-05-14
622,1122,Delivered,2023-05-29,2023-06-04
623,7911,Delivered,2025-10-17,2025-10-18
624,8036,Delivered,2025-03-19,2025-03-20
625,4984,In Transit,2024-04-03,
626,8753,Delivered,2023-06-16,2023-06-19
627,3885,Delivered,2026-01-29,2026-02-07
628,1813,Delivered,2024-12-22,2024-12-31
629,2687,Delivered,2026-04-17,2026-04-22
630,1951,In Transit,2025-07-18,
631,3282,Delivered,2023-01-08,2023-01-11
632,8579,In Transit,2023-05-04,
633,9530,Delivered,2025-08-08,2025-08-13
634,4617,Delivered,2026-06-11,2026-06-17
635,4557,Delivered,2025-03-17,2025-03-27
636,2763,Delivered,2025-12-22,2025-12-25
637,2543,Delivered,2025-11-13,2025-11-19
638,3945,Failed,2025-12-10,
639,1151,Delivered,2024-02-07,2024-02-12
640,9373,Delivered,2024-10-08,2024-10-13
641,7507,Delivered,2023-11-04,2023-11-07
642,8463,Delivered,2025-02-04,2025-02-07
643,4366,Delivered,2024-04-16,2024-04-20
644,6907,Delivered,2024-07-09,2024-07-14
645,3202,In Transit,2023-04-12,
646,5227,Delivered,2024-06-22,2024-06-28
647,4113,Delivered,2023-09-23,2023-09-30
648,8449,Delivered,2025-12-01,2025-12-08
649,7355,Delivered,2023-08-06,2023-08-13
650,224,Delivered,2023-07-07,2023-07-11
651,8758,Delivered,2025-09-13,2025-09-16
652,6830,Delivered,2024-11-03,2024-11-06
653,6272,Delivered,2026-01-22,2026-01-26
654,1223,Delivered,2024-06-21,2024-06-26
655,3896,Delivered,2024-11-22,2024-11-30
656,6485,Delivered,2025-05-18,2025-05-19
657,5873,Delivered,2024-03-23,2024-03-31
658,9271,Delivered,2024-07-08,2024-07-11
659,9185,Failed,2025-07-06,
660,2450,In Transit,2023-02-02,
661,2562,Delivered,2025-04-04,2025-04-10
662,504,Delivered,2024-11-04,2024-11-13
663,2784,Delayed,2024-07-03,2024-07-04
664,7630,Delivered,2025-07-03,2025-07-13
665,6070,Delivered,2023-09-22,2023-09-26
666,5767,Delivered,2024-12-06,2024-12-15
667,7072,Delivered,2023-06-29,2023-07-04
668,6872,Delivered,2024-01-24,2024-01-27
669,4671,Delivered,2025-12-02,2025-12-10
670,3903,Delivered,2024-03-19,2024-03-22
671,1419,Delivered,2025-12-04,2025-12-06
672,9643,Delivered,2025-03-22,2025-03-28
673,8754,Delivered,2023-10-03,2023-10-04
674,6959,Delayed,2025-01-21,2025-01-27
675,5072,Delivered,2024-12-08,2024-12-15
676,9604,Delivered,2024-04-10,2024-04-13
677,7378,Delivered,2023-10-07,2023-10-15
678,9914,Delivered,2024-01-05,2024-01-11
679,2627,Delivered,2025-08-07,2025-08-15
680,3498,Delivered,2023-06-29,2023-07-07
681,1480,Delivered,2025-05-07,2025-05-15
682,616,Delayed,2024-11-18,2024-11-22
683,1720,Delivered,2024-10-18,2024-10-23
684,3815,Delivered,2025-09-09,2025-09-17
685,7160,In Transit,2026-02-13,
686,4510,Delivered,2026-01-30,2026-02-06
687,5552,Delivered,2024-09-12,2024-09-20
688,8371,In Transit,2024-11-12,
689,2746,In Transit,2023-12-14,
690,2094,Delivered,2025-08-04,2025-08-08
691,5070,Delivered,2026-06-07,2026-06-17
692,5441,In Transit,2023-10-03,
693,8968,Delivered,2025-07-14,2025-07-23
694,7287,Delayed,2023-07-29,2023-08-02
695,5364,Delivered,2025-03-30,2025-04-02
696,9741,Delivered,2023-09-22,2023-10-01
697,637,In Transit,2025-12-22,
698,8424,Delivered,2025-07-12,2025-07-16
699,185,Delivered,2025-10-24,2025-10-31
700,6403,Delivered,2025-08-04,2025-08-06
701,1507,Delayed,2024-03-08,2024-03-15
702,1777,Failed,2026-02-06,
703,3838,Delivered,2025-03-14,2025-03-22
704,2389,Delivered,2023-01-17,2023-01-25
705,2783,Delayed,2024-08-12,2024-08-15
706,7934,In Transit,2024-06-12,
707,2766,In Transit,2025-03-14,
708,1846,Delivered,2023-05-17,2023-05-20
709,5113,Delivered,2024-12-29,2024-12-30
710,7033,Delivered,2026-03-17,2026-03-18
711,4706,Delivered,2023-03-11,2023-03-16
712,1215,Delivered,2024-10-21,2024-10-31
713,442,Delivered,2024-02-08,2024-02-09
714,5060,Delivered,2024-05-24,2024-05-29
715,4989,In Transit,2024-12-05,
716,4406,In Transit,2025-02-01,
717,4236,Delivered,2026-06-09,2026-06-16
718,7973,Delivered,2023-09-10,2023-09-19
719,3856,Delayed,2025-09-10,2025-09-13
720,6331,Delivered,2023-12-14,2023-12-21
721,6618,Delivered,2023-01-28,2023-02-04
722,9856,Delivered,2024-10-30,2024-11-04
723,7968,Delivered,2025-08-17,2025-08-20
724,9619,Delayed,2023-12-29,2024-01-03
725,2066,Delivered,2025-01-03,2025-01-13
726,3246,Delivered,2025-05-14,2025-05-15
727,8494,Delivered,2023-11-14,2023-11-17
728,1590,Delivered,2025-04-24,2025-04-30
729,8422,Delivered,2025-12-15,2025-12-17
730,2022,Delivered,2023-05-18,2023-05-20
731,4900,Delivered,2025-11-22,2025-11-24
732,4603,Delivered,2024-04-02,2024-04-11
733,7054,Delivered,2025-02-17,2025-02-23
734,7062,Delivered,2023-04-25,2023-04-27
735,7155,Delivered,2023-01-24,2023-02-01
736,9402,Delivered,2024-11-07,2024-11-13
737,4627,Delivered,2023-07-27,2023-08-01
738,2441,Delayed,2026-03-06,2026-03-07
739,1083,Failed,2024-01-23,
740,4094,Delivered,2024-07-01,2024-07-11
741,6282,Delivered,2024-12-28,2025-01-07
742,9516,Delivered,2024-12-06,2024-12-13
743,9766,Delivered,2023-01-07,2023-01-15
744,7746,Delivered,2023-05-16,2023-05-23
745,4011,Delivered,2026-04-21,2026-04-23
746,4845,Failed,2025-05-04,
747,8351,Delivered,2024-05-16,2024-05-19
748,5631,In Transit,2026-04-09,
749,1341,Delivered,2024-02-04,2024-02-12
750,1394,In Transit,2023-09-26,
751,7362,Delivered,2025-09-05,2025-09-13
752,9919,Delivered,2025-07-09,2025-07-10
753,6348,In Transit,2026-02-09,
754,2285,Delivered,2024-08-13,2024-08-21
755,1861,Delivered,2025-09-09,2025-09-16
756,4708,Delivered,2023-12-23,2024-01-01
757,3736,In Transit,2025-05-13,
758,206,Delivered,2025-08-16,2025-08-18
759,5125,Delayed,2024-06-02,2024-06-10
760,9166,Delivered,2024-04-02,2024-04-03
761,3659,Delivered,2025-05-06,2025-05-15
762,1514,Delivered,2023-03-07,2023-03-15
763,8728,Delivered,2024-11-23,2024-11-30
764,5983,Delayed,2025-07-22,2025-07-30
765,9045,In Transit,2024-12-24,
766,4516,Delivered,2025-04-04,2025-04-05
767,5355,Delivered,2026-05-24,2026-06-02
768,8757,Delivered,2026-02-14,2026-02-15
769,8618,Delivered,2024-01-18,2024-01-23
770,4289,Delivered,2023-10-19,2023-10-28
771,3175,Delivered,2024-02-25,2024-03-02
772,4550,Delivered,2024-01-04,2024-01-05
773,4636,Delivered,2026-04-11,2026-04-14
774,5745,Delivered,2026-05-26,2026-06-02
775,9635,Delivered,2024-09-03,2024-09-08
776,7748,Delivered,2025-04-21,2025-05-01
777,8602,Delivered,2026-01-21,2026-01-24
778,5770,Delivered,2023-07-26,2023-07-31
779,9491,Delivered,2023-10-30,2023-11-08
780,3719,Delivered,2026-02-27,2026-03-02
781,7095,Delivered,2025-12-28,2026-01-05
782,8099,Delayed,2025-06-11,2025-06-16
783,9015,Delayed,2024-11-12,2024-11-21
784,3426,Failed,2023-02-08,
785,7608,Delivered,2026-03-23,2026-03-31
786,6167,Delivered,2025-11-03,2025-11-12
787,6519,Delivered,2026-02-28,2026-03-02
788,2328,Delivered,2023-03-20,2023-03-22
789,5450,Delivered,2024-12-23,2024-12-25
790,5469,Delivered,2025-09-30,2025-10-05
791,7340,Delivered,2026-02-11,2026-02-15
792,3168,Delivered,2025-12-12,2025-12-18
793,9465,Delivered,2025-01-09,2025-01-12
794,923,Delivered,2024-02-25,2024-03-05
795,7323,Delivered,2024-01-15,2024-01-17
796,939,Delivered,2025-07-16,2025-07-19
797,6239,Delivered,2024-06-27,2024-07-07
798,1663,Delivered,2025-02-07,2025-02-08
799,4353,Delayed,2025-03-27,2025-04-01
800,1552,Delivered,2023-03-29,2023-04-08
801,204,Delivered,2024-06-12,2024-06-13
802,4560,Delivered,2025-12-27,2026-01-01
803,8615,Delivered,2025-05-10,2025-05-13
804,8498,Delivered,2023-01-29,2023-01-31
805,6115,Delivered,2023-03-31,2023-04-10
806,1082,Delivered,2025-01-27,2025-01-31
807,3022,Delivered,2023-06-04,2023-06-05
808,4943,Failed,2023-08-01,
809,8649,Delivered,2023-12-19,2023-12-23
810,210,In Transit,2024-09-20,
811,8924,Delivered,2025-12-30,2026-01-02
812,8483,Delivered,2026-04-24,2026-04-29
813,6155,Delivered,2025-10-17,2025-10-27
814,5182,Delayed,2024-04-26,2024-05-06
815,5725,Delivered,2026-04-07,2026-04-08
816,3722,Failed,2025-11-27,
817,2908,In Transit,2023-05-20,
818,3833,Delivered,2024-03-26,2024-04-04
819,117,Delivered,2026-03-28,2026-03-29
820,8438,Delivered,2023-09-23,2023-09-28
821,2612,Delivered,2024-11-08,2024-11-09
822,390,Delivered,2025-01-13,2025-01-21
823,1330,Delivered,2024-10-23,2024-10-24
824,8215,Delivered,2025-05-01,2025-05-08
825,249,Delivered,2025-07-22,2025-07-27
826,3822,Delivered,2026-05-30,2026-06-09
827,4953,Failed,2025-05-04,
828,903,Delivered,2023-04-15,2023-04-20
829,1742,Delivered,2024-01-25,2024-02-04
830,2969,In Transit,2023-12-12,
831,8686,Delayed,2026-01-09,2026-01-17
832,5302,Delivered,2025-08-13,2025-08-14
833,6684,Delivered,2024-05-15,2024-05-21
834,6076,Delivered,2023-03-20,2023-03-26
835,3950,Delayed,2026-01-30,2026-02-02
836,5194,Delivered,2024-06-08,2024-06-10
837,3971,Delivered,2024-06-28,2024-07-03
838,3260,Delivered,2024-11-19,2024-11-28
839,4462,Delivered,2025-09-01,2025-09-04
840,5095,Delivered,2024-07-01,2024-07-11
841,9574,Delivered,2026-02-19,2026-02-24
842,1569,Delivered,2026-04-23,2026-05-03
843,1572,Delivered,2024-06-21,2024-06-30
844,1248,Delivered,2025-12-15,2025-12-22
845,413,Delivered,2023-09-13,2023-09-18
846,2502,Delivered,2025-04-10,2025-04-20
847,5793,Delivered,2026-02-10,2026-02-11
848,7026,Delivered,2024-05-01,2024-05-02
849,2188,Delivered,2024-11-03,2024-11-12
850,9609,Delivered,2026-01-29,2026-02-05
851,9666,Delivered,2024-12-17,2024-12-21
852,5307,In Transit,2026-03-24,
853,4878,Delivered,2023-08-08,2023-08-18
854,7811,Delivered,2025-10-26,2025-11-05
855,8314,Delivered,2025-08-02,2025-08-09
856,6654,Delivered,2024-05-19,2024-05-27
857,9511,In Transit,2024-02-06,
858,2554,Delivered,2024-04-26,2024-04-30
859,3877,Delivered,2024-01-22,2024-01-29
860,2884,Delivered,2025-12-30,2026-01-09
861,192,Delivered,2023-12-13,2023-12-14
862,1452,Delivered,2024-08-22,2024-08-30
863,1814,Delivered,2024-01-13,2024-01-14
864,3874,Delivered,2023-04-20,2023-04-28
865,4257,Delivered,2024-01-09,2024-01-15
866,9524,Delivered,2023-04-29,2023-05-05
867,4653,Delayed,2025-03-26,2025-03-27
868,5890,Delivered,2024-12-11,2024-12-21
869,7142,Delivered,2025-08-28,2025-08-30
870,5829,Delivered,2023-03-18,2023-03-23
871,799,Delivered,2023-01-31,2023-02-03
872,3606,Delivered,2025-10-29,2025-11-08
873,3664,Delivered,2024-03-29,2024-04-01
874,8747,Delivered,2025-09-22,2025-09-24
875,4248,Delivered,2023-05-22,2023-05-27
876,8674,Delivered,2025-09-25,2025-10-03
877,4048,Delivered,2025-01-20,2025-01-24
878,6532,Delivered,2025-02-25,2025-03-03
879,1543,Delivered,2025-07-13,2025-07-22
880,292,Delivered,2025-10-10,2025-10-11
881,2416,Delivered,2024-07-26,2024-07-27
882,8082,Delivered,2024-12-11,2024-12-14
883,7331,Delivered,2024-08-17,2024-08-21
884,667,Delivered,2024-12-28,2024-12-31
885,7653,Delivered,2025-09-16,2025-09-22
886,4245,Delivered,2026-02-25,2026-03-03
887,3755,In Transit,2025-05-03,
888,1365,In Transit,2023-02-16,
889,8211,Delivered,2023-09-17,2023-09-26
890,4651,Delivered,2023-05-30,2023-06-07
891,3000,Delivered,2024-01-21,2024-01-26
892,3223,Delivered,2025-02-27,2025-03-08
893,5124,In Transit,2024-06-16,
894,1909,Delivered,2024-03-02,2024-03-09
895,9838,Delivered,2023-04-19,2023-04-25
896,9719,Delivered,2024-05-04,2024-05-12
897,4447,Delivered,2025-04-15,2025-04-20
898,1854,Delivered,2025-01-05,2025-01-12
899,2174,Delivered,2024-10-14,2024-10-23
900,2122,Delivered,2025-01-18,2025-01-23
901,2952,Delivered,2025-10-05,2025-10-06
902,6287,In Transit,2025-11-21,
903,8670,Delivered,2026-05-28,2026-06-07
904,3688,Delivered,2024-08-21,2024-08-26
905,6641,Delivered,2025-10-02,2025-10-12
906,7143,Delivered,2024-11-20,2024-11-25
907,8775,Delivered,2026-06-18,2026-06-24
908,444,In Transit,2024-08-04,
909,3644,Delivered,2024-10-16,2024-10-18
910,9976,Delivered,2025-11-05,2025-11-09
911,6953,Delivered,2025-01-21,2025-01-30
912,798,Delivered,2025-10-15,2025-10-25
913,7965,Delayed,2024-06-21,2024-06-23
914,2501,Delivered,2024-05-27,2024-06-04
915,1247,In Transit,2023-08-01,
916,1793,Delivered,2024-05-07,2024-05-12
917,353,Delivered,2026-06-15,2026-06-16
918,9711,Delivered,2024-03-02,2024-03-12
919,6689,Delayed,2024-11-10,2024-11-12
920,3231,Delivered,2024-07-15,2024-07-18
921,6825,In Transit,2026-02-01,
922,1701,Delivered,2025-10-06,2025-10-16
923,756,Delayed,2023-11-10,2023-11-17
924,423,Failed,2025-06-10,
925,7504,Delivered,2026-01-27,2026-02-03
926,6924,Delivered,2024-02-06,2024-02-11
927,2166,Delivered,2025-03-25,2025-03-31
928,8846,Delivered,2026-04-26,2026-05-01
929,1237,Delayed,2023-02-17,2023-02-20
930,8644,Delivered,2023-10-26,2023-11-01
931,6022,In Transit,2024-09-25,
932,1875,Delivered,2024-05-14,2024-05-19
933,5341,Delayed,2025-04-16,2025-04-23
934,3205,Delivered,2025-06-16,2025-06-20
935,6415,Delivered,2023-07-14,2023-07-22
936,9112,Delivered,2024-06-01,2024-06-02
937,8126,In Transit,2025-09-03,
938,4520,Delivered,2025-05-27,2025-05-29
939,5683,Delivered,2024-12-14,2024-12-23
940,9593,Delivered,2024-08-22,2024-08-27
941,8807,Delayed,2025-02-23,2025-03-05
942,9203,Delivered,2025-08-30,2025-09-09
943,8291,Delivered,2024-05-22,2024-05-31
944,3130,Delivered,2023-03-28,2023-04-04
945,24,Delivered,2026-06-28,2026-07-05
946,822,Delivered,2024-01-22,2024-01-30
947,201,Delayed,2024-03-09,2024-03-12
948,2207,Delivered,2023-11-29,2023-12-03
949,5258,Delivered,2023-02-18,2023-02-26
950,9041,Delivered,2024-12-30,2025-01-05
951,3403,Delivered,2023-01-17,2023-01-21
952,1862,Delivered,2024-03-23,2024-03-24
953,1412,Delivered,2023-08-08,2023-08-15
954,1041,Delivered,2025-01-09,2025-01-18
955,8648,Delivered,2025-12-08,2025-12-16
956,3502,Delayed,2023-02-22,2023-02-27
957,9301,Delivered,2024-03-11,2024-03-21
958,3853,Delivered,2024-07-28,2024-08-06
959,3990,Delivered,2024-03-10,2024-03-11
960,1225,In Transit,2025-11-25,
961,8584,Delivered,2025-01-16,2025-01-21
962,6153,Delivered,2026-01-05,2026-01-14
963,5953,In Transit,2025-08-25,
964,8910,Delivered,2023-08-01,2023-08-06
965,8191,Delivered,2023-12-11,2023-12-16
966,5627,Delivered,2026-04-06,2026-04-07
967,1984,Delivered,2025-01-04,2025-01-13
968,4524,Delivered,2023-08-10,2023-08-12
969,4591,Failed,2026-02-16,
970,3669,In Transit,2024-09-23,
971,1258,Delivered,2026-01-31,2026-02-02
972,3624,Delivered,2023-04-13,2023-04-19
973,1236,Delivered,2026-01-18,2026-01-25
974,9457,Delivered,2026-03-25,2026-04-04
975,1673,Delivered,2023-08-12,2023-08-18
976,221,Delivered,2025-07-31,2025-08-07
977,4759,Delivered,2025-11-24,2025-11-29
978,2048,In Transit,2025-12-22,
979,3864,Delivered,2025-04-18,2025-04-19
980,3029,Delivered,2025-03-09,2025-03-17
981,9872,Delivered,2023-05-14,2023-05-21
982,6184,Delivered,2025-10-24,2025-11-01
983,2086,Delivered,2023-08-24,2023-09-01
984,3363,Delivered,2026-04-01,2026-04-11
985,1926,Delivered,2025-05-08,2025-05-15
986,6392,Delivered,2024-11-29,2024-12-09
987,8948,Delivered,2025-04-05,2025-04-10
988,7429,Delivered,2024-06-27,2024-07-05
989,5970,Delivered,2025-11-13,2025-11-17
990,8916,Delivered,2024-02-16,2024-02-21
991,1547,Delivered,2024-05-30,2024-05-31
992,2093,Delivered,2024-12-31,2025-01-05
993,9143,In Transit,2023-09-07,
994,4637,Delivered,2023-04-26,2023-04-28
995,7571,Delivered,2025-01-12,2025-01-13
996,4741,Delivered,2025-11-06,2025-11-14
997,3952,In Transit,2025-11-09,
998,8075,Delivered,2024-03-22,2024-03-26
999,3569,Delivered,2023-08-02,2023-08-08
1000,7019,Delivered,2023-03-18,2023-03-25
1001,577,Failed,2025-12-06,
1002,9493,Failed,2024-12-02,
1003,2837,Delivered,2024-06-23,2024-07-02
1004,7857,Delivered,2026-01-15,2026-01-25
1005,9212,Delivered,2024-03-06,2024-03-12
1006,8284,Delivered,2025-12-18,2025-12-21
1007,6084,Delivered,2023-09-04,2023-09-10
1008,6823,Delayed,2023-12-06,2023-12-15
1009,3780,Delivered,2024-04-08,2024-04-10
1010,3358,Delivered,2024-02-26,2024-02-27
1011,3507,In Transit,2024-03-29,
1012,6435,Delivered,2024-04-26,2024-05-03
1013,5741,Failed,2024-12-02,
1014,1179,Delayed,2023-12-07,2023-12-09
1015,4203,Delivered,2024-11-21,2024-11-22
1016,6364,Delivered,2025-12-01,2025-12-07
1017,5792,Delivered,2023-03-20,2023-03-21
1018,4834,Delivered,2026-06-05,2026-06-15
1019,7174,Delivered,2023-02-25,2023-03-05
1020,7150,Delivered,2025-02-07,2025-02-08
1021,4038,Delivered,2023-07-01,2023-07-07
1022,2274,Delivered,2025-02-04,2025-02-11
1023,2928,Delivered,2025-10-03,2025-10-12
1024,6765,Delivered,2026-02-23,2026-02-25
1025,9734,Delivered,2026-06-16,2026-06-21
1026,293,Delivered,2023-11-20,2023-11-26
1027,7706,Delivered,2024-10-14,2024-10-17
1028,6770,Delivered,2025-03-14,2025-03-23
1029,6001,Delayed,2025-05-17,2025-05-23
1030,8737,In Transit,2024-11-09,
1031,2710,Delivered,2023-10-22,2023-10-26
1032,6393,In Transit,2023-01-18,
1033,1355,Delivered,2025-03-29,2025-04-08
1034,9850,Delayed,2025-01-29,2025-02-06
1035,5354,Delivered,2025-12-29,2026-01-01
1036,1172,Delivered,2024-04-10,2024-04-15
1037,4339,Delivered,2025-04-15,2025-04-24
1038,9083,Delivered,2024-09-25,2024-10-03
1039,6281,In Transit,2024-03-19,
1040,1397,Delayed,2024-05-01,2024-05-04
1041,9924,Failed,2025-03-03,
1042,5218,Delivered,2025-02-03,2025-02-12
1043,7797,Delivered,2024-07-22,2024-08-01
1044,9753,Delivered,2024-06-13,2024-06-22
1045,4890,Failed,2024-03-10,
1046,2549,Delayed,2023-12-22,2023-12-30
1047,7669,Delivered,2026-06-11,2026-06-14
1048,7191,Failed,2025-12-01,
1049,5714,Delivered,2023-04-28,2023-05-07
1050,4766,Delayed,2025-11-29,2025-12-06
1051,3415,Delivered,2025-12-16,2025-12-23
1052,7627,Delivered,2024-10-14,2024-10-22
1053,8838,Delivered,2024-12-11,2024-12-19
1054,2716,Delivered,2025-07-03,2025-07-08
1055,5407,Delivered,2025-03-12,2025-03-21
1056,6054,Delivered,2024-06-04,2024-06-05
1057,4276,Delivered,2025-10-18,2025-10-27
1058,4956,Delivered,2024-08-30,2024-09-09
1059,1850,Delivered,2024-03-15,2024-03-24
1060,4582,Delivered,2024-07-06,2024-07-08
1061,8131,Delivered,2025-02-19,2025-02-20
1062,9418,Delivered,2025-06-11,2025-06-14
1063,5495,Delivered,2026-05-26,2026-06-05
1064,3379,Delivered,2024-08-18,2024-08-25
1065,6030,In Transit,2026-01-01,
1066,315,Delivered,2024-06-22,2024-06-28
1067,1428,Delivered,2025-02-25,2025-03-03
1068,8221,Delivered,2023-03-31,2023-04-05
1069,2118,Delivered,2023-02-06,2023-02-08
1070,6332,Delivered,2023-02-09,2023-02-16
1071,3910,Delivered,2023-07-15,2023-07-16
1072,6863,Delivered,2023-10-02,2023-10-09
1073,9578,Delivered,2023-09-04,2023-09-12
1074,1483,Delivered,2026-03-29,2026-04-06
1075,4652,Delivered,2023-02-14,2023-02-18
1076,9727,Delivered,2025-10-06,2025-10-13
1077,1630,Delivered,2023-06-01,2023-06-07
1078,7366,Delivered,2023-08-21,2023-08-24
1079,3169,Delivered,2026-01-12,2026-01-16
1080,5909,Delivered,2025-11-01,2025-11-06
1081,2729,Delivered,2026-05-25,2026-05-31
1082,3489,Delivered,2025-03-01,2025-03-11
1083,3799,Delivered,2024-12-13,2024-12-17
1084,9802,Delivered,2025-02-27,2025-03-07
1085,2642,Delivered,2025-11-01,2025-11-03
1086,1549,In Transit,2023-09-11,
1087,9916,Delivered,2024-02-02,2024-02-08
1088,6972,Delivered,2023-05-17,2023-05-18
1089,5493,Delivered,2026-01-03,2026-01-04
1090,1032,Delivered,2023-05-18,2023-05-23
1091,8932,Delayed,2023-05-23,2023-05-24
1092,8265,Delivered,2023-02-23,2023-03-01
1093,3809,Delivered,2023-01-07,2023-01-10
1094,2266,Delivered,2024-12-09,2024-12-16
1095,4340,Delivered,2026-01-29,2026-02-02
1096,4667,Delivered,2024-05-26,2024-06-03
1097,188,Delivered,2024-09-29,2024-10-09
1098,618,Delivered,2023-11-28,2023-11-30
1099,1903,Delivered,2024-04-15,2024-04-24
1100,4458,Failed,2023-07-22,
1101,7329,Delivered,2024-08-22,2024-08-25
1102,274,Delivered,2026-06-03,2026-06-11
1103,593,Delivered,2024-11-11,2024-11-21
1104,4435,Delivered,2025-05-15,2025-05-23
1105,399,Delayed,2023-05-30,2023-06-06
1106,1200,Delivered,2026-04-17,2026-04-19
1107,2546,Delivered,2025-02-16,2025-02-26
1108,5353,Delivered,2025-06-04,2025-06-14
1109,2078,Delivered,2024-07-19,2024-07-23
1110,2771,Delivered,2025-04-22,2025-04-28
1111,1251,Delivered,2024-03-21,2024-03-27
1112,5531,Delivered,2026-05-09,2026-05-15
1113,9438,Delivered,2023-10-17,2023-10-22
1114,4476,Delivered,2023-05-24,2023-06-02
1115,2070,Delivered,2024-02-27,2024-02-28
1116,6229,Delivered,2024-12-26,2024-12-31
1117,3683,Delivered,2026-03-07,2026-03-09
1118,9420,Delivered,2025-11-18,2025-11-28
1119,8664,Delivered,2023-01-16,2023-01-18
1120,4767,Delivered,2025-01-19,2025-01-24
1121,4803,In Transit,2023-11-03,
1122,7964,Delayed,2026-03-12,2026-03-19
1123,2648,Delivered,2023-06-21,2023-06-27
1124,1573,Delivered,2023-05-23,2023-06-01
1125,6761,Delivered,2025-11-15,2025-11-23
1126,8977,Delivered,2023-05-26,2023-06-01
1127,7583,Delivered,2025-08-04,2025-08-05
1128,4655,Delivered,2023-08-30,2023-09-06
1129,7836,Delivered,2023-06-24,2023-06-27
1130,4800,Delivered,2025-09-17,2025-09-22
1131,9151,Delivered,2024-07-05,2024-07-12
1132,6662,Delivered,2025-03-20,2025-03-29
1133,9039,Delivered,2023-03-20,2023-03-21
1134,4397,Delivered,2025-08-03,2025-08-12
1135,4529,Delivered,2023-03-18,2023-03-21
1136,2148,Delivered,2025-07-20,2025-07-25
1137,3782,In Transit,2023-08-10,
1138,402,Delivered,2025-06-05,2025-06-10
